Age,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer
50,4,1,0,2,1,0,2,2,34311,1
51,5,3,1,2,0,2,0,0,11213,0
51,3,3,0,2,0,1,0,0,58613,0
51,3,3,1,2,0,1,0,0,58915,0
51,4,1,1,2,1,1,2,2,54481,1
50,2,3,1,2,1,0,0,0,47955,0
69,2,3,0,3,1,0,0,1,33349,0
54,2,3,1,3,1,0,0,1,50456,0
60,2,1,1,3,1,0,0,1,33095,1
61,1,3,1,3,1,0,0,1,29545,1
61,2,1,1,3,1,0,0,1,38668,0
61,2,1,1,3,1,0,0,1,48695,0
86,2,1,0,3,1,0,0,1,68500,0
66,1,1,1,3,1,0,0,1,10180,0
68,4,3,1,2,1,1,0,2,18679,0
83,1,1,0,2,1,0,0,1,56713,0
80,1,1,1,3,1,0,0,1,63890,0
61,2,1,1,2,1,0,0,3,58185,1
61,2,1,1,3,1,0,0,3,81690,0
62,2,1,1,3,1,0,0,3,73382,0
63,4,3,0,3,1,1,0,2,22503,0
62,1,1,0,2,1,0,0,3,48090,0
62,1,1,0,3,1,0,0,3,40557,0
52,4,3,1,2,1,1,0,0,20161,0
52,4,3,0,2,0,1,0,0,24887,0
53,4,3,0,2,0,1,0,0,14455,0
70,4,3,1,2,1,1,0,2,31591,0
55,4,3,1,3,1,1,1,1,23155,0
55,4,3,0,2,0,1,1,1,17272,0
55,1,1,1,2,0,1,1,1,68170,0
55,1,1,0,3,1,0,0,0,51688,0
55,1,1,0,3,1,0,0,0,41441,0
56,1,1,1,3,1,1,1,1,69927,0
56,1,5,0,3,1,2,1,1,69928,0
57,3,3,0,2,1,0,2,2,11076,0
58,3,3,1,2,1,2,2,2,16067,1
59,5,3,1,3,0,2,2,3,12859,1
56,1,4,0,3,1,0,0,0,62165,0
59,4,1,1,3,0,0,2,2,47010,1
59,4,1,0,3,0,0,2,2,33978,0
60,4,1,1,2,1,1,0,1,70637,1
57,1,5,1,3,1,0,0,1,61125,0
57,1,5,0,3,1,0,0,1,36892,0
58,1,5,1,3,1,0,0,1,70103,1
59,1,5,0,3,1,0,0,1,56733,0
59,1,5,0,3,1,0,0,1,55664,0
44,4,1,1,3,0,3,4,4,60807,0
47,5,3,0,2,0,2,0,0,21022,0
47,5,3,0,2,1,2,0,0,21483,1
47,5,3,1,2,0,2,0,0,27262,0
46,4,1,1,2,0,1,0,0,61987,1
48,5,3,0,2,0,2,0,0,22951,0
42,5,3,1,2,0,2,0,0,15457,0
61,1,3,1,3,1,0,0,1,37635,1
61,2,1,0,3,1,0,0,1,44528,0
61,2,1,1,3,1,0,0,1,49167,0
86,2,1,0,3,1,0,0,1,65853,0
64,1,3,0,3,1,0,0,1,26990,0
64,1,3,1,3,1,0,0,1,35894,0
64,1,3,0,2,1,0,0,1,20112,0
64,1,3,1,3,1,0,0,1,26678,0
67,4,3,1,3,1,1,0,2,25638,0
67,1,1,1,3,1,0,0,1,29781,0
68,4,3,1,3,1,1,0,2,34372,0
68,4,3,0,2,1,1,0,2,16622,0
80,1,1,0,3,1,0,0,1,66881,0
61,2,1,0,3,1,0,0,3,65896,0
62,4,3,0,3,1,0,1,1,16327,0
63,2,1,1,2,1,0,0,3,79956,1
63,1,1,0,2,1,0,0,3,61793,0
52,3,3,1,3,1,1,1,1,30107,0
52,1,1,0,3,1,0,0,0,63675,0
52,2,1,0,3,1,0,0,0,63236,0
53,4,3,0,2,0,1,0,0,13329,0
53,1,1,1,3,1,0,0,0,66391,0
53,2,1,1,3,1,0,0,0,60282,0
53,2,5,0,2,1,0,0,0,61169,1
70,4,3,0,3,0,2,0,3,11604,0
70,4,3,0,3,1,1,0,2,29620,0
70,4,3,1,3,1,1,0,2,20676,0
54,4,3,0,2,0,1,1,1,19787,0
54,1,1,0,3,1,0,1,1,51130,1
54,2,1,0,3,1,0,0,0,64161,0
54,2,1,1,3,1,0,0,0,82883,0
54,1,1,0,3,0,0,0,0,59940,0
55,1,1,1,3,1,1,1,1,58780,0
57,3,3,0,2,1,1,2,2,23482,1
57,1,5,1,3,1,2,1,1,61717,0
88,2,5,0,3,1,0,0,1,50147,0
57,1,5,0,3,1,0,0,1,49892,0
57,1,5,0,3,1,0,0,1,49029,0
46,3,3,0,2,1,1,4,4,15604,0
59,1,5,0,3,1,0,0,1,54685,0
60,1,5,1,3,1,1,0,1,66156,0
46,3,3,1,2,0,1,0,0,16052,0
48,5,3,1,2,0,2,0,0,23248,0
49,5,3,0,2,1,2,0,0,18550,0
49,5,3,1,2,1,2,0,0,37251,0
49,5,3,0,2,0,2,0,0,14952,0
48,4,1,0,2,0,1,0,0,35985,0
64,4,4,1,3,1,2,4,4,170729,1
64,4,4,1,3,1,2,4,4,168899,1
66,5,4,1,3,1,4,4,4,161502,0
66,4,4,1,3,0,3,4,4,163211,0
67,4,4,0,3,1,3,4,4,134380,1
78,1,2,0,3,1,3,4,4,145049,1
77,1,2,0,3,0,4,3,3,105742,0
68,4,4,0,3,1,1,2,4,98929,0
69,4,4,0,3,1,2,2,4,102807,0
69,4,4,1,3,1,1,2,4,116438,1
69,2,2,1,3,1,2,5,5,187983,0
70,4,4,1,2,0,3,5,5,167263,1
71,3,4,1,3,1,3,5,5,159749,1
71,3,4,1,2,0,3,5,5,167745,1
72,3,2,1,3,1,3,5,5,166389,1
72,4,2,0,3,1,3,5,5,124008,1
73,3,2,1,3,1,4,5,5,147944,1
75,5,4,0,3,1,4,5,5,137864,1
49,2,5,1,2,0,0,0,0,65591,0
49,2,5,0,2,0,0,0,0,71574,0
50,5,3,1,2,0,2,0,0,21759,0
50,3,3,1,2,0,1,0,0,51515,0
50,4,1,0,2,1,0,2,2,47333,1
51,5,3,1,2,1,2,0,0,20973,0
51,5,3,1,2,0,2,0,0,20360,0
51,3,3,1,3,0,1,0,0,42154,0
65,3,4,0,3,1,2,4,4,131262,1
65,3,4,0,2,0,2,4,4,141323,1
67,4,4,1,3,1,3,4,4,172126,1
77,1,2,1,3,1,4,4,4,174480,1
76,4,4,0,3,1,4,4,4,137715,1
76,4,4,1,3,0,4,4,4,166854,0
69,4,4,1,3,0,1,2,3,123172,0
68,3,4,1,2,0,4,4,4,157010,1
68,3,4,1,3,1,4,4,4,160817,0
69,1,2,0,3,1,4,4,4,150069,1
70,4,4,1,3,0,3,5,5,153520,1
72,3,2,1,3,1,3,5,5,158734,1
72,3,2,1,3,0,3,5,5,159248,1
73,4,2,0,3,1,4,5,5,137594,1
73,3,2,1,3,0,4,5,5,154204,1
74,3,2,1,3,1,3,5,5,167198,1
75,5,4,1,3,1,4,5,5,165686,1
48,1,5,0,3,1,0,1,1,51782,1
50,5,3,1,2,0,2,0,0,14747,1
51,5,3,0,2,0,2,0,0,19051,0
51,5,3,1,3,0,2,0,0,13339,0
51,5,3,1,2,1,2,0,0,28657,0
51,3,3,1,2,1,1,0,0,39643,1
52,4,1,0,2,1,0,2,2,58377,0
52,4,1,1,2,1,0,2,2,43761,0
52,4,1,1,2,1,0,2,2,52622,1
51,5,3,1,2,0,2,0,0,18563,0
54,2,3,0,3,1,0,0,1,37570,0
66,1,1,0,2,1,0,0,1,29066,0
68,4,3,1,3,1,1,0,2,30720,0
83,1,1,0,2,1,0,0,1,44379,0
82,1,1,0,3,1,0,0,1,32053,0
80,1,1,0,3,1,0,0,1,55095,0
80,1,1,0,3,1,0,0,1,42862,0
62,4,3,1,2,0,0,1,1,20446,0
62,4,3,1,2,0,0,1,1,26224,0
64,1,1,1,2,1,0,0,1,57507,0
52,3,3,0,2,1,0,2,2,18988,0
53,2,5,0,3,1,0,0,0,69890,0
70,4,3,0,3,1,1,0,2,22184,0
71,4,3,1,2,1,2,0,3,25839,0
54,3,3,0,2,1,1,2,2,15627,0
54,4,3,1,3,1,0,1,1,26456,1
54,1,1,0,3,1,0,0,1,59894,0
56,3,3,1,2,0,1,1,1,16289,0
57,5,3,1,2,1,2,3,4,17812,0
58,5,3,0,2,1,2,2,3,16504,0
58,3,3,0,2,1,0,3,3,19823,0
56,1,4,1,3,1,0,0,0,69954,0
59,4,1,0,2,1,0,2,2,41332,0
57,1,5,0,3,1,0,0,1,52091,0
57,1,5,1,3,1,0,0,1,61458,0
57,1,5,0,3,1,0,0,1,54556,0
58,1,5,0,3,1,0,0,1,51214,0
45,3,3,1,2,0,1,0,0,24680,0
59,1,5,1,3,1,0,0,1,67424,1
59,1,5,0,3,1,0,0,1,49869,0
59,1,5,0,3,1,0,0,1,48386,0
59,1,5,1,3,1,0,0,1,64242,1
44,4,1,1,2,1,3,4,4,36203,0
46,4,1,1,2,0,1,0,0,60529,1
48,5,3,0,2,1,2,0,0,19254,1
47,1,5,1,3,1,0,1,1,56650,0
44,4,1,1,2,0,1,0,0,73698,1
44,3,3,1,2,0,1,0,0,57074,0
62,1,1,0,3,1,0,0,3,65677,0
63,2,1,1,2,1,0,0,3,73103,1
53,3,3,1,2,1,0,2,2,14794,0
53,3,3,1,3,0,0,2,2,10768,0
102,1,1,0,3,1,1,0,2,36211,0
53,1,1,0,3,1,0,0,0,47838,0
53,1,1,1,3,0,0,0,0,63434,0
53,2,1,0,2,1,0,0,0,56035,0
53,2,1,0,3,1,0,0,0,50284,0
54,3,3,0,3,0,1,2,2,19547,0
55,4,3,0,2,0,1,1,1,21102,0
55,1,1,1,2,1,0,0,0,65476,0
95,4,3,0,2,1,1,0,1,25379,0
56,1,5,0,3,1,1,1,1,60354,0
57,5,3,0,2,1,2,3,4,28878,1
58,5,3,0,3,0,2,2,3,14619,0
59,3,3,0,2,1,1,3,3,24126,0
59,3,3,1,2,1,1,3,3,31110,1
56,1,4,1,3,1,0,0,0,65282,1
56,2,5,0,3,1,0,0,0,91257,0
59,3,3,0,2,1,1,4,4,16303,0
88,2,5,0,3,1,0,0,1,58511,0
57,1,5,0,3,1,0,0,1,58385,0
58,1,5,0,3,1,0,0,1,57468,0
43,4,1,1,2,1,2,3,3,45366,0
43,4,1,0,2,1,2,3,3,48311,1
59,1,5,1,3,1,0,0,1,59326,0
59,1,5,1,3,1,0,0,1,60681,0
60,1,5,0,3,1,0,0,1,43161,0
46,4,1,0,2,0,1,0,0,39110,0
46,4,1,1,2,0,1,0,0,47002,1
46,4,1,1,3,0,1,0,0,60585,0
48,5,3,1,3,1,2,0,0,16217,0
42,5,3,1,3,0,2,0,0,24137,0
66,4,4,0,2,0,4,3,3,132767,1
66,3,4,1,3,1,4,3,3,153810,1
67,4,4,0,2,0,3,4,4,140732,1
67,3,4,0,3,1,3,4,4,129282,1
78,2,2,0,3,1,2,4,4,150709,1
78,1,2,0,3,1,3,4,4,141596,1
78,1,2,0,3,1,3,4,4,137653,0
77,2,2,0,3,1,4,4,4,159944,0
68,4,4,0,3,0,4,4,4,146408,0
68,3,4,1,3,1,4,4,5,175942,0
68,3,4,0,3,1,4,4,4,142320,1
70,4,4,0,3,1,3,5,5,125818,1
72,1,2,0,3,1,3,5,5,142653,1
72,4,2,1,3,1,3,5,5,175123,1
73,3,2,1,2,0,4,5,5,164967,1
73,4,2,1,2,0,4,5,5,163941,1
48,1,5,1,3,1,0,1,1,57988,0
50,3,3,0,2,0,1,0,0,36421,1
51,5,3,0,2,0,2,0,0,17011,0
50,4,1,1,2,1,0,2,2,52823,1
50,4,1,1,2,1,0,2,2,47462,0
51,5,3,1,2,0,2,0,0,26413,1
51,5,3,1,2,0,2,0,0,12208,0
51,3,3,0,2,0,1,0,0,34765,1
75,5,4,1,3,1,4,5,5,146872,1
60,2,1,1,3,1,0,0,1,64831,1
60,2,1,1,3,1,0,0,1,45124,0
61,1,3,0,3,1,0,0,1,12657,0
80,1,1,0,3,1,0,0,1,33471,0
80,2,1,1,3,1,0,0,1,67320,0
79,1,1,1,3,1,0,0,1,62591,0
79,1,1,0,3,1,0,0,1,53736,0
61,2,1,1,2,1,0,0,4,66836,1
62,2,1,1,3,1,0,0,3,73940,0
63,2,1,0,2,1,0,0,3,65068,0
47,1,5,1,3,1,0,1,1,62162,0
44,3,3,0,2,0,1,0,0,28933,0
65,4,4,0,3,1,3,3,3,137701,1
65,3,4,0,3,1,4,3,3,123934,1
65,3,4,0,3,1,3,4,4,139994,1
66,4,4,0,3,1,4,3,3,138854,0
67,4,4,0,3,1,3,4,4,138522,1
78,1,2,1,2,0,3,4,4,163363,1
78,1,2,0,3,1,4,4,4,153674,1
77,1,2,1,3,0,4,4,4,154582,0
77,4,4,1,3,0,4,4,4,168854,0
76,4,4,0,3,1,4,4,4,133096,1
76,4,4,1,3,1,4,4,4,165575,1
76,1,2,0,2,0,4,4,4,134983,1
68,3,4,0,3,1,2,5,5,134198,1
68,3,4,1,2,0,2,5,5,168094,1
68,3,4,0,3,1,2,5,5,133191,0
71,3,4,0,3,1,3,5,5,127468,1
72,4,2,0,3,1,4,5,5,127359,1
73,3,2,1,3,1,4,5,5,162086,1
74,1,4,0,3,1,4,5,5,141063,1
75,3,2,1,3,0,4,5,5,164874,1
48,1,5,1,3,1,0,1,1,72791,0
48,1,5,0,3,1,0,1,1,65620,0
48,1,5,1,3,1,0,1,1,58500,0
50,5,3,0,2,0,2,0,0,16983,0
50,5,3,0,2,0,2,0,0,26630,1
50,3,3,1,2,1,1,0,0,54051,0
51,5,3,0,2,1,2,0,0,22769,0
51,5,3,0,2,1,2,0,0,25105,0
51,5,3,0,2,1,2,0,0,14000,0
51,4,1,1,2,1,2,2,2,68763,1
65,1,3,1,3,1,0,0,1,21851,0
67,4,3,0,3,1,0,0,2,25153,0
67,4,3,1,3,1,0,0,2,11130,0
67,4,3,1,3,1,1,0,2,23694,0
80,2,1,1,2,1,0,0,1,75355,0
79,1,1,1,2,1,0,0,1,63319,0
61,2,1,1,2,1,0,0,3,64416,1
62,2,1,0,2,1,0,0,3,57339,0
63,4,3,1,3,1,1,0,2,16032,0
63,2,1,0,2,1,0,0,3,61194,1
63,2,1,0,2,1,0,0,3,62003,1
64,1,1,1,3,1,0,0,1,44895,0
52,4,3,0,2,1,1,0,0,14860,1
52,4,3,1,3,0,1,0,0,21121,0
52,1,1,0,3,1,0,0,0,55637,0
53,4,3,0,2,0,1,0,0,28375,1
53,1,1,1,2,0,0,0,0,62099,1
53,2,1,1,3,1,0,0,0,83642,0
53,2,1,0,3,1,0,0,0,62911,1
53,2,5,0,3,1,0,0,0,52362,0
100,1,4,1,3,1,0,0,0,158057,0
71,3,3,0,3,0,2,0,4,24042,0
54,3,3,1,2,1,1,2,2,23786,0
54,3,3,1,2,1,0,3,3,17910,1
54,4,3,0,3,1,1,1,1,10454,0
54,2,1,0,3,1,0,0,0,55658,0
55,3,3,0,2,1,1,3,3,27794,1
55,4,3,0,2,0,1,1,1,16233,0
55,1,1,1,2,0,0,1,1,59322,1
55,1,1,1,3,1,0,1,1,60029,0
56,3,3,1,2,0,1,1,1,32320,0
55,1,1,1,3,0,0,0,0,61453,0
57,5,3,0,2,1,2,3,4,13453,0
57,1,5,1,3,1,2,1,1,60826,0
57,1,5,0,3,1,2,1,1,42064,0
58,5,3,0,2,1,1,2,5,21445,0
59,5,3,0,2,1,2,2,3,15650,0
57,1,5,0,3,1,0,0,1,41097,0
43,4,1,1,2,1,2,3,3,50311,0
59,1,5,1,3,1,0,0,1,59192,1
44,4,1,0,2,1,3,4,4,50314,1
47,3,3,1,2,1,1,0,0,25798,0
46,4,1,0,2,1,1,0,0,32155,0
48,5,3,0,2,1,2,0,0,13785,0
48,5,3,1,2,1,2,0,0,26677,0
48,5,3,1,2,0,2,0,0,14783,1
48,5,3,1,2,0,2,0,0,12938,0
61,2,1,0,3,1,0,0,1,34213,0
87,2,1,0,3,1,0,0,1,59625,0
65,4,3,1,3,1,0,0,1,23990,0
85,1,1,1,3,1,0,0,1,29418,0
84,2,1,0,3,1,0,0,1,55942,0
82,1,1,1,3,1,0,0,1,32971,0
80,2,1,1,2,1,0,0,1,75819,0
62,4,3,0,2,0,0,1,1,21582,0
62,2,1,0,3,1,0,0,3,69458,0
63,1,1,1,3,1,0,0,3,65495,0
52,3,3,0,3,1,1,1,1,15378,0
52,4,3,1,2,1,1,0,0,18769,0
52,4,3,1,2,0,1,0,0,14330,0
52,4,3,1,2,1,1,0,0,14088,0
53,1,1,0,2,0,0,0,0,51258,1
53,1,1,1,3,1,0,0,1,71830,0
53,2,5,1,2,0,0,0,0,81569,0
71,4,3,1,3,1,1,0,2,15941,0
69,3,3,1,3,0,2,1,2,11111,0
54,4,3,1,2,0,1,1,1,22742,1
54,2,1,1,3,1,0,0,0,68202,0
55,1,1,0,2,0,0,1,1,44929,1
56,1,5,0,3,1,2,1,1,46338,0
57,5,3,1,2,1,1,3,5,21294,1
57,5,3,1,2,1,2,3,4,15720,1
57,5,3,1,3,0,2,3,4,20054,1
59,3,3,0,2,1,2,3,3,17267,0
58,1,5,0,3,1,0,0,1,57826,0
59,1,5,1,3,1,0,0,1,74086,0
59,1,5,0,3,1,0,0,1,44450,0
59,1,5,1,3,1,0,0,1,59922,1
60,1,5,0,3,1,1,0,1,49499,0
44,4,1,1,3,0,2,4,4,46574,0
44,4,1,1,2,1,2,4,4,44911,1
46,3,3,1,3,0,1,0,0,10279,0
47,3,3,0,2,0,1,0,0,23558,0
48,5,3,0,2,0,2,0,0,11595,1
47,1,5,0,3,1,0,1,1,50442,0
42,5,3,1,2,0,2,0,0,19243,0
42,5,3,1,3,0,2,0,0,19728,0
42,5,3,0,3,0,2,0,0,33364,0
42,5,3,1,2,0,2,0,0,23063,0
66,3,4,0,3,1,4,4,4,135416,0
67,4,4,0,3,1,3,4,4,138857,1
68,4,4,1,3,1,1,2,4,114483,0
68,4,4,0,3,0,1,2,4,124497,0
78,1,2,0,3,1,3,4,4,136107,0
78,2,2,1,3,1,2,4,4,183613,1
69,4,4,0,2,1,1,2,4,106389,0
69,4,4,0,3,1,2,2,4,92416,0
70,3,4,1,2,0,3,5,5,160839,1
72,1,2,1,2,0,3,5,5,174937,1
72,4,2,0,3,0,3,5,5,137762,1
73,3,2,1,3,1,4,5,5,156699,0
74,3,2,0,3,1,4,5,5,129427,1
49,1,5,0,3,1,1,1,1,41352,0
51,5,3,1,2,0,2,0,0,20879,1
51,3,3,1,2,0,1,0,0,42630,0
51,4,1,0,2,1,2,2,2,39136,1
51,4,1,1,2,1,2,2,2,60065,1
60,2,1,1,3,1,0,0,1,40688,0
60,2,1,1,2,1,0,0,1,48626,1
60,2,1,0,3,1,0,0,1,44734,0
64,4,4,1,3,1,4,3,3,157434,0
65,1,2,1,2,0,3,3,4,166549,1
67,3,4,0,3,0,4,3,3,135747,0
67,3,4,0,3,1,2,4,4,127792,0
77,1,2,1,3,1,4,4,4,165264,0
77,4,4,0,3,1,4,4,4,137887,0
77,1,2,0,3,1,4,4,4,158609,0
71,3,4,0,3,1,3,5,5,136164,0
71,4,2,0,3,0,4,5,5,128704,1
72,4,2,1,3,0,3,5,5,150867,0
72,1,2,1,2,0,3,5,5,181048,1
74,3,2,1,2,1,4,4,4,123185,1
74,3,2,0,3,1,4,5,5,141290,0
75,5,4,0,3,1,4,5,5,138987,0
48,1,5,1,3,1,0,1,1,51873,0
50,5,3,0,2,0,2,0,0,11992,0
50,5,3,0,2,0,2,0,0,22102,0
49,1,5,0,3,1,1,1,1,60611,0
49,1,5,0,3,1,1,1,1,47639,0
50,3,3,1,2,0,1,0,0,38680,0
50,4,1,1,2,1,0,2,2,72102,1
51,5,3,1,2,1,2,0,0,10612,1
51,3,3,1,3,0,1,0,0,41578,0
52,4,1,1,2,1,0,2,2,36869,0
52,4,1,1,2,1,2,2,2,51999,0
60,2,1,0,2,1,0,0,1,51712,0
60,2,1,1,3,1,0,0,1,39663,1
61,2,1,0,3,1,0,0,1,33349,0
86,2,1,1,3,1,0,0,1,44500,0
81,1,1,0,2,1,0,0,1,33550,0
61,2,1,1,3,1,0,0,4,81942,1
63,4,3,0,2,0,1,0,2,18405,1
63,2,1,0,3,0,0,0,3,67028,0
62,1,1,1,2,0,0,0,3,59944,1
62,1,1,0,2,0,0,0,3,50707,1
62,1,1,1,3,1,0,0,3,52152,1
52,4,3,1,2,0,1,0,0,27822,0
52,4,3,1,2,0,1,0,0,17010,0
52,2,1,0,2,0,0,0,0,74392,0
53,1,1,0,3,1,0,0,0,65300,0
53,1,1,0,2,1,0,0,1,53619,1
53,2,1,1,2,0,0,0,0,87371,1
53,2,5,0,2,0,0,0,0,54338,0
53,2,5,0,2,1,0,0,0,55547,1
70,4,3,0,3,0,2,0,3,27310,0
71,4,3,0,2,0,1,0,2,17210,0
54,3,3,0,3,0,1,2,2,20066,0
54,4,3,1,2,1,0,1,1,23624,0
54,4,3,1,2,1,1,1,1,21637,1
55,4,3,1,2,1,1,1,1,19559,1
55,1,1,0,3,1,0,1,1,49866,0
56,5,3,0,2,1,2,4,5,18992,1
58,1,5,0,3,1,2,1,1,53945,0
56,1,4,0,3,1,0,0,0,51208,0
60,4,1,0,3,0,1,0,1,12603,0
57,1,5,0,3,1,0,0,1,57611,0
43,4,1,0,2,0,2,3,3,68012,1
59,1,5,1,3,1,0,0,1,52950,1
44,4,1,1,2,1,3,4,4,71480,1
46,3,3,0,2,1,1,0,0,22793,1
47,3,3,0,2,0,1,0,0,19338,0
46,4,1,1,2,0,1,0,0,55543,0
47,1,5,0,3,1,0,1,1,47206,0
49,5,3,1,2,0,2,0,0,23739,1
49,5,3,0,2,0,2,0,0,12272,0
61,1,3,1,3,1,0,0,1,32928,0
87,2,1,0,3,0,0,0,1,73050,0
64,1,3,1,3,0,0,0,1,30196,0
65,4,3,1,2,0,0,0,1,25749,0
65,4,3,1,3,1,0,0,1,23144,0
65,4,3,0,2,1,0,0,1,21121,0
66,1,1,0,3,1,0,0,1,43046,0
67,4,3,1,2,1,1,0,2,39521,0
85,2,1,1,3,1,0,0,1,76033,0
83,1,1,1,2,1,0,0,1,59469,0
61,2,1,1,3,0,0,0,3,69498,0
62,4,3,0,2,1,0,1,1,17156,1
62,4,3,0,2,1,0,1,1,25457,1
62,2,1,0,2,1,0,0,3,67953,0
62,1,1,0,3,0,0,0,3,53912,0
63,1,1,1,3,1,0,0,0,65804,0
63,2,1,1,3,0,0,0,3,71991,0
64,1,1,1,2,1,0,0,1,47927,0
52,3,3,0,2,1,0,2,2,16575,1
52,4,3,1,2,1,1,0,0,15694,0
52,4,3,1,2,0,1,0,0,28920,0
53,3,3,1,2,1,0,2,2,25163,1
52,2,1,1,3,1,0,0,0,65039,0
53,1,1,1,2,1,0,0,0,70290,0
53,2,1,0,3,1,0,0,0,65602,0
70,4,3,1,3,0,2,0,3,19145,0
99,2,1,1,3,1,0,0,1,76072,0
54,1,1,1,3,1,0,0,1,67286,0
54,1,1,1,2,0,0,0,1,70803,0
54,2,1,0,2,1,0,0,0,57266,1
54,2,1,0,2,0,0,0,0,67244,0
54,1,1,0,2,0,0,0,0,44207,0
54,1,1,0,3,1,0,0,0,45158,0
55,4,3,1,3,1,1,1,1,20563,0
55,4,3,1,2,0,1,1,1,26399,1
55,3,3,0,2,1,1,1,1,18179,0
56,3,3,0,2,0,1,1,1,35028,1
58,5,3,1,2,1,1,2,5,22627,1
58,5,3,1,2,1,1,2,3,20849,1
58,1,5,1,3,1,2,1,1,65629,1
56,1,4,0,3,0,0,0,0,64223,0
56,1,4,0,2,1,0,0,0,56677,0
56,2,5,0,3,1,0,0,0,104299,0
59,4,3,1,2,1,0,2,2,61995,1
59,4,1,0,2,1,0,2,2,46888,1
43,4,1,1,2,1,2,3,3,59440,0
59,1,5,1,3,1,0,0,1,64498,1
44,4,1,1,2,1,3,4,4,48945,1
64,4,4,0,3,1,1,4,4,117586,1
65,3,4,0,3,1,4,3,3,116657,1
66,5,4,0,3,0,4,4,4,135403,0
78,1,2,0,3,1,4,4,4,141301,0
78,1,2,0,2,0,2,4,4,139801,1
77,1,2,1,3,1,4,4,4,163032,0
77,1,2,0,3,1,4,4,4,128949,0
77,1,2,1,3,1,4,4,4,152286,0
76,2,2,0,3,1,4,4,4,156115,1
69,4,4,0,3,1,2,2,4,101990,1
68,3,4,1,3,1,4,4,5,162686,1
69,1,2,0,3,1,2,5,5,133475,1
70,4,4,0,2,1,3,5,5,135598,1
70,3,4,1,3,1,3,5,5,164803,1
72,4,2,1,3,1,3,5,5,167161,1
75,3,2,1,3,1,4,5,5,154419,1
75,5,4,1,3,1,4,5,5,160782,0
42,5,3,1,2,0,2,0,0,22027,0
64,4,4,1,2,0,0,4,4,160455,1
48,3,3,0,2,0,1,0,0,18790,0
49,3,3,1,2,0,1,0,0,53591,0
49,1,5,1,3,1,1,1,1,59919,1
49,2,5,0,2,1,0,0,0,78287,0
51,3,3,0,2,0,1,0,0,40693,0
51,3,3,1,2,0,1,0,0,40242,0
51,4,1,1,2,1,2,2,2,54550,1
51,4,1,0,2,1,2,2,2,44571,0
49,5,3,1,2,0,2,0,0,14623,0
65,4,4,0,2,0,3,3,3,130900,1
65,3,4,0,2,0,4,3,3,135240,1
67,4,4,1,3,1,3,4,4,158157,1
67,3,4,0,3,1,3,4,4,135171,1
77,4,4,0,2,0,4,4,4,124357,1
77,1,2,0,3,1,4,4,4,143139,1
76,1,2,1,3,1,3,4,4,141070,1
69,1,2,1,3,0,4,4,4,169663,1
72,4,2,0,2,0,3,5,5,148509,1
72,3,2,1,3,1,3,5,5,168933,1
73,3,2,1,3,1,4,5,5,162753,1
73,3,2,0,3,0,4,5,5,122792,0
75,3,2,0,3,1,4,5,5,144685,1
42,5,3,1,2,0,2,0,0,10991,0
48,1,5,0,3,1,0,1,1,61388,0
48,1,5,0,3,1,0,1,1,37401,0
48,1,5,1,3,1,0,1,1,53221,0
49,3,3,1,2,0,1,0,0,44035,0
49,1,5,0,3,1,1,1,1,52666,0
50,3,3,1,2,0,1,0,0,44048,0
51,5,3,0,2,0,2,0,0,18473,1
51,5,3,0,2,1,2,0,0,15864,0
51,5,3,1,2,0,2,0,0,20978,0
51,3,3,1,2,1,1,0,0,39877,0
52,4,1,1,2,1,0,2,2,52945,0
52,4,1,0,2,1,0,2,2,47851,0
51,4,1,0,2,1,2,2,2,56534,0
55,1,1,0,2,1,1,1,1,43568,1
55,1,1,1,2,0,0,0,0,56948,1
56,1,4,1,2,1,0,0,0,65931,1
56,1,4,0,2,0,0,0,0,52717,0
58,1,5,0,3,1,0,0,1,60120,0
46,5,3,0,2,0,2,0,0,22286,0
59,1,5,1,3,1,0,0,1,66237,1
60,1,5,1,3,1,1,0,1,58062,0
44,4,1,0,3,1,2,4,4,42151,1
44,4,1,0,2,0,3,4,4,57375,0
44,4,1,1,3,1,1,5,5,52953,1
46,3,3,0,2,1,1,0,0,18713,0
46,4,1,1,2,0,1,0,0,55456,0
60,2,3,1,3,0,0,0,1,41630,0
60,2,1,0,2,1,0,0,1,38155,0
61,1,3,1,3,1,0,0,1,18697,1
61,2,1,0,2,0,0,0,1,27165,0
64,1,3,0,2,1,0,0,1,11149,0
65,4,3,1,3,0,0,0,1,17092,0
68,4,3,0,2,1,1,0,2,18315,0
68,4,3,0,2,0,1,0,2,17946,0
85,1,1,0,3,1,0,0,1,33099,0
82,1,1,0,3,1,0,0,1,25254,0
81,1,1,0,3,1,0,0,1,47268,0
81,1,1,1,3,1,0,0,1,57730,0
80,1,1,1,2,0,0,0,1,59873,0
61,2,1,0,2,1,0,0,3,64512,0
62,4,3,0,2,0,0,1,1,15981,0
63,4,3,0,3,0,1,0,2,27824,0
63,4,3,1,2,0,1,0,2,26854,1
62,1,1,0,3,0,0,0,3,53888,0
52,4,3,0,2,0,1,0,0,20939,0
52,4,3,0,3,0,1,0,0,17319,0
52,1,1,1,3,1,0,0,0,74515,0
103,1,1,0,2,0,2,0,3,38757,0
