Age,Gender,Income,Balance,Vintage,Transaction_Status,Product_Holdings,Credit_Card,Credit_Category,Is_Churn
52,1,4,1268231.94,4,0,1,1,2,0
40,2,2,535448.79,0,1,2,1,1,0
54,1,4,1542918.33,1,1,1,1,3,1
55,2,1,420114.06,1,1,1,0,3,0
27,1,1,620410.32,1,0,1,1,2,0
58,2,2,836212.5,1,1,4,0,1,0
54,2,1,166977,1,1,2,0,1,0
36,1,2,1111950.9,3,1,1,1,2,0
44,1,2,705175.29,3,1,1,1,1,0
30,1,2,1553776.83,4,0,1,1,1,0
28,1,1,1072348.29,2,0,1,1,2,0
24,2,3,704280.06,1,1,2,1,3,0
46,1,1,966439.26,2,0,1,0,2,0
45,2,2,65933.37,3,1,1,1,2,0
32,1,4,71001,1,0,4,1,1,0
66,2,2,570775.77,3,1,1,1,1,0
39,2,4,1153729.98,1,0,2,1,1,1
42,1,1,1585824.66,0,0,2,1,1,1
49,2,1,471550.14,1,1,2,1,2,0
32,2,4,1249297.83,1,1,2,0,2,0
38,2,3,1523070.81,0,1,1,1,2,0
42,1,4,884107.35,0,1,2,0,2,1
38,2,3,2023253.55,1,1,1,0,2,0
43,2,3,624554.37,3,0,2,0,2,0
39,2,2,1294285.14,2,1,1,0,1,0
55,1,2,343933.56,1,1,1,1,1,1
38,2,2,1414582.56,3,0,1,1,2,0
39,1,4,252825.3,1,1,1,1,2,1
38,1,2,938816.01,2,0,1,0,2,0
42,2,2,495139.32,4,0,1,0,1,0
37,2,1,1064916.72,2,0,1,1,1,0
31,2,2,110088,3,0,2,1,1,0
45,1,4,1261644.66,0,0,1,0,1,1
33,2,4,462597.84,2,0,1,0,3,1
37,1,1,441082.53,2,0,2,1,1,0
47,2,1,358903.35,1,1,2,1,1,1
30,2,2,700588.71,1,0,2,1,1,0
35,2,1,2124711.63,0,0,1,1,1,0
34,2,3,1168358.31,4,0,2,0,1,0
57,2,2,408346.29,0,1,2,1,1,0
68,2,1,378751.95,0,1,2,1,2,0
41,1,3,108648,4,1,2,1,1,0
41,1,4,49365,4,1,4,1,2,1
50,2,4,621966.51,2,1,2,1,3,0
43,1,4,591619.86,4,0,1,1,1,0
35,2,4,885142.98,3,0,2,1,3,0
42,1,2,1678195.35,3,1,1,1,1,0
30,2,3,682121.79,3,1,2,0,3,0
39,2,3,1447167.15,3,1,1,1,2,0
34,2,2,615196.26,3,1,1,1,3,0
43,2,3,1619443.98,2,1,1,0,3,0
47,1,2,361989.81,4,0,1,1,2,0
49,2,4,984283.92,4,1,2,1,2,0
42,1,3,481830.48,1,1,4,1,1,1
39,1,4,276476.4,3,1,1,1,2,0
43,2,3,129852,0,1,1,1,2,0
32,1,3,461177.64,2,1,1,1,1,0
42,2,2,1616400.36,3,1,1,1,1,0
23,2,4,1063799.82,2,1,1,1,2,0
49,1,2,229177.44,3,1,2,0,1,0
36,1,4,937414.53,4,0,2,0,3,0
35,2,2,20466,2,0,2,0,1,0
44,1,4,792767.79,4,1,2,0,1,1
40,1,3,1414265.4,3,0,1,0,2,0
25,1,4,274170.96,0,0,2,1,1,0
39,1,2,559741.68,0,0,1,0,2,0
42,1,3,20124,3,1,2,0,3,0
35,2,3,731823.57,2,0,4,0,3,0
44,1,3,759990.42,4,1,1,0,2,0
27,2,2,1054150.11,1,1,2,1,2,0
31,2,4,755427.51,5,0,4,1,3,1
38,2,1,706807.35,2,0,1,1,1,0
40,2,2,773858.7,0,0,1,0,2,0
31,1,3,1922169.87,4,0,2,1,2,0
52,2,2,1624251.51,4,1,1,0,1,0
35,1,2,878154.75,1,0,1,1,2,1
28,1,2,174836.97,0,0,2,1,3,0
47,2,2,36117,3,1,2,1,1,1
48,1,1,696537.99,3,1,2,1,2,0
58,2,3,664628.85,4,0,1,1,1,1
31,1,2,1003170.15,2,0,4,0,1,0
54,2,3,1580651.37,4,1,2,1,3,0
45,2,3,1172938.59,1,0,1,1,1,0
57,1,4,1323995.31,0,0,4,0,2,0
48,2,1,842805.9,1,0,2,1,3,0
38,1,2,776128.14,3,0,2,1,2,0
43,1,1,419850.9,1,0,2,0,1,0
35,2,2,1046825.28,1,0,1,0,1,0
44,2,2,352548,1,0,1,0,1,0
41,1,3,1791843.03,3,0,1,1,1,1
64,2,1,740499.75,4,0,1,0,1,1
39,2,4,778607.1,4,1,1,0,1,0
62,1,2,807653.43,3,0,1,0,2,0
37,2,1,628234.92,1,1,1,1,3,1
42,1,3,1131202.08,1,1,2,0,1,0
44,1,2,1339468.02,4,0,1,1,1,0
50,1,1,303418.26,5,1,1,1,2,0
35,2,1,77776.56,4,1,1,1,1,1
52,2,3,1192035.87,3,1,1,0,1,0
35,2,3,1619886.24,2,0,2,0,2,0
30,2,4,170694,3,1,2,1,2,0
33,1,4,181909.08,3,1,2,1,1,0
47,2,3,1656534.87,3,1,1,1,1,0
29,2,4,1537564.59,0,1,1,0,1,0
65,1,3,724184.55,4,1,2,1,3,0
34,1,2,1029197.97,4,0,2,0,3,0
35,2,3,372143.34,5,1,2,0,1,0
55,2,4,1365668.1,0,1,2,1,1,1
56,1,1,44751.6,3,1,1,1,1,1
45,2,4,290163.87,3,1,2,1,1,1
60,2,1,535049.64,0,1,1,0,1,1
27,2,2,530812.98,1,0,4,1,2,0
48,2,2,817987.5,0,1,1,0,2,0
42,2,2,608369.22,2,1,2,1,2,0
55,1,4,775942.92,2,0,1,1,3,1
31,2,2,1457381.79,2,1,2,1,1,0
23,2,1,1150500.42,0,1,2,0,2,0
63,2,3,146385,5,1,2,1,1,0
62,1,2,1389581.19,0,1,1,0,1,1
44,2,2,979190.28,2,0,1,0,1,0
51,2,4,206695.17,0,1,2,1,1,0
34,2,1,131931,5,1,2,0,2,0
48,2,2,355845.15,0,1,2,0,1,0
46,1,1,473459.94,3,1,1,1,2,0
46,1,1,1188740.52,0,1,1,1,3,0
54,2,4,1321074.63,0,1,1,0,1,0
44,2,4,821619.81,0,1,1,1,1,0
45,1,3,953802.72,1,1,2,1,2,1
69,2,2,1333669.68,2,0,2,0,2,0
37,2,3,1212776.91,2,1,1,1,1,0
32,2,2,479155.05,1,0,1,1,3,0
65,2,2,381980.25,0,1,1,1,2,0
53,1,4,1239552.99,3,0,2,1,1,1
37,1,2,1664514.54,1,0,2,1,1,0
34,2,3,1191265.38,0,1,2,1,2,0
42,2,1,629830.71,4,1,1,1,2,1
45,1,1,843531.48,2,1,1,1,3,1
34,2,3,1726175.88,5,0,2,0,2,1
39,2,1,376112.43,1,0,1,1,1,0
38,2,2,263942.01,2,0,2,1,2,1
44,1,1,975052.89,1,0,1,0,2,1
33,1,4,1200264.57,1,0,1,1,3,1
30,1,1,653730.66,2,1,1,1,2,0
26,2,4,1854619.83,0,1,1,1,3,0
31,2,2,1064697.48,3,0,2,1,3,0
30,2,3,984608.1,3,0,1,1,2,0
41,1,4,688161.33,5,0,4,0,3,1
43,1,3,496765.89,0,1,1,1,2,0
39,1,3,966006.09,2,0,1,1,1,0
34,2,1,834861.96,3,1,2,1,2,0
24,2,3,723867.03,0,0,1,1,1,0
34,1,1,1789922.43,1,0,2,1,1,1
52,1,3,965716.74,5,1,1,0,1,1
39,1,4,1366169.58,1,1,2,1,3,1
31,1,2,644477.13,3,1,4,0,2,0
31,2,1,926774.73,2,0,1,0,3,0
34,1,1,388415.43,3,0,2,1,2,1
44,2,3,1664561.52,2,1,1,1,1,0
44,2,2,1004350.32,2,1,1,1,1,0
49,2,3,956727.9,4,0,2,1,2,0
35,1,3,1031631.39,2,0,2,0,1,0
35,2,1,331495.11,0,1,2,0,2,0
50,1,3,650773.44,5,0,1,1,1,1
36,2,2,1565597.88,4,0,1,1,1,0
29,1,2,144531,4,0,2,0,3,0
35,2,2,1076709.42,3,0,2,1,3,1
34,1,4,976288.32,3,0,1,1,2,0
36,2,4,1317415.14,2,0,1,1,2,1
31,2,2,139761,2,0,1,0,2,0
64,1,2,905886.63,3,1,2,1,3,1
37,1,3,1684977.66,2,1,1,0,2,0
34,2,3,987401.07,4,0,1,1,2,0
47,1,3,18873,3,1,2,1,1,1
33,2,3,1199253.69,4,0,1,1,1,0
42,1,2,473719.05,1,1,1,0,2,0
49,2,1,896478.93,4,1,1,0,2,0
33,2,1,674896.68,0,1,1,1,3,0
46,1,2,879296.67,4,1,1,1,1,0
42,2,3,1103509.17,3,0,1,1,3,1
54,1,2,557282.97,0,1,2,1,1,0
31,2,3,288997.74,2,1,2,1,1,0
46,2,1,822406.59,5,1,1,1,2,0
36,2,2,901297.71,4,0,2,1,2,1
43,2,2,1216005.03,1,1,2,1,2,0
45,1,2,183545.46,2,0,2,1,2,0
35,2,2,122330.52,4,1,1,1,3,0
50,1,4,86094,0,1,1,1,1,1
37,1,3,1145160.45,4,0,1,1,3,0
24,2,1,906022.8,1,0,2,0,1,0
36,1,3,1012182.39,3,0,1,0,1,1
47,1,1,225254.61,3,0,1,1,1,0
40,2,1,443772.81,5,0,1,0,1,1
36,2,1,1704781.35,2,1,1,1,1,1
54,2,3,609492.78,4,0,2,0,1,1
39,2,2,841428.27,5,1,1,0,1,0
54,2,1,1014774.48,3,0,2,1,3,0
57,1,3,565481.79,0,1,1,0,1,0
58,2,1,958165.29,1,0,2,1,2,0
30,2,4,171612,1,1,1,0,2,0
35,2,3,537633.09,3,0,1,1,1,0
30,1,3,358673.13,2,0,4,1,1,0
44,2,1,123038.46,4,0,4,1,2,1
47,2,4,609470.1,0,0,1,1,1,0
43,1,3,1024476.3,1,1,1,0,1,0
27,2,2,163822.95,2,1,2,0,1,0
30,1,4,345948.57,2,0,1,1,2,0
44,2,1,882315.63,5,1,2,1,2,0
45,1,3,220361.94,1,1,1,1,2,0
41,1,1,977805.45,2,1,2,0,1,0
38,1,3,34191,0,0,2,0,3,0
50,2,2,708370.11,1,1,1,1,3,0
41,1,1,626871.87,3,0,1,1,1,1
42,2,4,1169349.93,3,0,1,0,1,0
29,1,2,585528.66,0,1,1,0,3,0
52,1,3,406777.5,4,1,2,1,1,0
63,2,4,989437.41,1,1,2,1,1,1
27,2,2,375767.73,4,0,2,1,2,0
47,2,3,1703027.79,2,1,2,1,2,0
30,2,3,659032.29,2,1,1,1,1,0
57,2,4,1629239.58,0,1,1,1,2,0
46,1,3,607879.89,2,1,2,0,1,0
36,1,1,1989270.09,2,0,1,1,1,0
51,2,3,114252.21,0,0,2,1,2,0
41,2,4,116132.04,3,0,2,1,1,1
47,1,3,1637058.78,4,1,1,0,1,1
36,1,2,1646710.65,2,1,1,1,1,0
37,2,2,1280171.7,0,1,1,0,1,0
53,2,1,803728.62,0,0,1,0,2,0
47,1,3,852612.48,1,0,1,1,3,1
45,2,4,54009,1,0,2,1,2,0
36,2,2,1000827.99,2,1,4,1,3,1
33,2,3,1000412.64,2,0,2,1,2,0
60,2,2,475850.52,0,1,1,0,1,0
24,2,1,527201.19,1,0,1,1,2,0
29,1,4,1889199.72,4,1,1,1,3,0
42,2,3,1536769.44,3,0,1,0,3,0
49,1,3,162612,3,1,2,0,3,0
27,2,3,1065280.41,3,1,1,1,3,0
25,2,2,995457.6,3,1,1,0,2,0
26,2,2,947186.91,1,0,1,1,2,0
54,1,4,966000.24,0,0,1,1,1,0
66,2,3,1540419.3,2,1,1,1,1,0
36,1,3,551636.1,5,0,1,1,2,0
50,1,2,857163.51,5,1,2,1,2,0
35,2,1,809031.06,2,1,2,0,1,0
39,1,3,951274.26,1,0,1,0,1,1
45,2,2,846775.62,3,1,1,1,1,0
29,2,4,265928.76,3,0,4,1,3,0
56,1,1,689153.85,2,0,1,1,1,1
58,2,3,1012634.19,4,0,2,1,1,1
61,1,4,223800.39,4,0,4,1,1,1
42,2,1,1434366.36,2,1,1,1,1,1
59,2,3,121654.89,2,1,2,1,1,0
24,1,4,132363,0,0,1,0,1,0
32,1,2,1125249.21,1,0,1,0,1,0
46,2,4,2172757.41,0,0,1,1,3,0
32,1,4,1186782.21,1,0,1,1,2,0
40,1,3,38250,4,0,1,1,2,0
50,1,2,545013.18,3,0,2,0,1,0
34,1,1,645200.73,1,0,4,1,1,0
32,1,2,126009,3,1,2,1,2,0
33,1,3,1126572.75,3,1,2,0,1,1
39,2,3,505213.2,2,1,1,1,2,0
35,1,3,363758.76,4,1,2,1,1,0
45,1,1,141714,4,1,2,1,1,0
30,1,3,1028662.83,2,0,1,1,1,1
37,1,4,614640.6,3,0,4,0,1,0
40,1,1,492678.36,0,1,1,1,1,0
53,2,3,783128.7,1,1,2,0,1,0
64,2,1,560675.88,3,1,1,1,3,0
44,2,2,133002,2,0,2,1,1,0
62,2,1,444664.8,1,1,2,1,1,1
36,2,1,1328786.37,2,1,2,0,3,1
34,2,1,828809.01,4,0,1,1,2,1
44,2,3,519170.31,0,1,1,1,2,1
39,2,1,539505.18,4,0,1,0,3,0
42,2,4,818594.01,3,1,1,1,3,0
34,2,2,56664,4,1,2,0,3,0
47,2,4,1600622.82,3,0,2,0,1,0
54,1,2,1010336.85,1,0,2,0,3,1
45,2,3,56637,4,1,2,0,3,0
37,1,4,121465.35,3,0,2,0,1,0
40,1,4,93123,3,0,2,0,3,1
36,2,4,1516642.92,4,0,1,1,1,0
32,1,1,248022.36,2,1,2,0,3,0
43,2,2,705689.37,1,1,2,0,1,0
35,2,1,941881.86,1,1,1,1,1,0
51,2,1,1300263.66,4,1,1,0,1,0
47,2,4,714115.71,5,1,1,0,1,0
46,1,4,372099.06,3,1,4,1,3,0
40,1,2,2008952.73,1,0,1,1,1,0
26,2,4,1219604.13,0,0,1,0,2,0
63,1,3,1325668.95,2,1,1,0,2,1
52,2,4,731378.88,2,0,2,1,2,0
57,1,3,396443.61,5,0,1,0,1,0
42,1,3,331324.92,0,0,2,1,2,0
37,2,1,1124705.16,3,0,2,0,1,1
43,1,2,743059.53,3,0,2,0,2,1
35,2,3,112383,0,1,2,1,1,0
36,2,2,306936.99,4,0,2,1,1,0
31,2,3,1653484.41,2,1,1,0,1,0
45,1,1,690439.41,5,1,1,1,2,0
38,2,1,675451.26,5,0,1,1,1,0
54,1,4,509302.89,3,0,2,0,1,0
32,1,2,1065423.06,0,0,2,0,1,0
36,2,2,235100.7,3,1,1,1,2,0
58,1,2,1247566.23,3,1,1,1,3,0
56,1,3,1339718.76,3,1,2,1,2,1
40,1,3,909197.82,3,1,1,0,2,0
37,1,1,758389.59,2,1,2,0,3,0
41,1,4,548311.32,3,1,1,1,3,1
44,1,3,261152.73,2,1,4,1,1,0
47,1,4,900314.73,3,0,4,1,2,0
41,2,4,805844.52,4,0,2,0,1,0
38,2,3,957092.4,4,0,2,0,1,0
41,2,2,80523,2,0,2,1,1,0
30,1,1,1369741.59,3,0,1,1,1,0
39,1,3,1743694.29,0,1,2,1,2,0
61,2,2,2265021.81,2,1,2,1,1,0
49,2,2,1630010.34,0,0,1,1,2,0
33,2,1,1313610.03,5,0,1,0,2,0
46,2,2,442770.93,2,1,2,1,1,0
45,1,1,1465319.25,3,1,2,1,3,0
40,2,4,672582.87,4,1,2,0,1,1
37,2,2,178199.82,0,0,2,1,2,0
51,2,2,939092.04,3,1,2,0,1,0
43,2,1,504052.83,1,1,1,1,3,0
47,2,4,387526.32,3,1,2,0,2,0
42,1,1,210854.52,3,1,1,1,1,0
56,2,3,663894.81,1,0,1,0,1,0
50,2,3,949084.83,1,0,2,0,2,0
34,2,4,1568040.12,0,1,1,1,3,0
41,1,2,462659.58,2,1,2,0,3,1
49,1,4,1062298.17,0,1,1,1,1,1
43,1,1,683272.71,4,1,2,0,3,0
34,1,1,769839.93,0,1,1,1,1,0
28,2,1,1091697.75,2,0,1,1,3,0
36,1,1,1428517.98,4,0,1,1,2,1
40,1,1,950795.1,2,1,2,1,1,0
27,1,2,57339,0,1,1,0,3,0
40,1,2,809262.36,3,1,4,1,1,0
45,2,1,38193.57,3,1,2,1,1,0
35,2,2,864118.35,4,0,1,1,1,0
31,1,2,1706206.95,3,1,1,1,3,0
31,1,1,17838,4,1,1,1,3,0
29,1,2,785298.78,2,0,2,0,1,0
45,1,2,1237619.79,4,1,2,1,1,0
66,1,1,776652.75,4,1,2,0,1,1
40,1,4,1011839.49,4,0,1,1,1,1
52,2,1,1195132.23,1,1,1,1,3,0
41,1,4,102186.36,1,1,1,1,1,0
40,1,1,912956.13,1,1,1,0,1,1
39,2,2,1228237.2,2,0,2,1,1,1
56,2,3,737803.44,3,1,1,1,3,1
41,2,1,336014.55,2,0,2,0,1,0
42,2,3,1716872.31,1,1,1,1,1,0
31,1,1,361140.39,2,0,1,1,2,0
38,2,4,609594.03,4,0,2,0,2,1
39,1,2,147079.53,0,1,2,1,1,0
25,2,2,890228.97,3,0,2,0,1,0
45,2,2,278763.03,3,1,2,1,2,0
39,2,2,1260252.09,4,0,4,1,2,1
47,1,2,567487.26,4,0,2,0,1,0
30,2,3,1316964.06,0,1,1,0,1,0
40,2,3,1232950.95,4,0,1,0,3,0
43,1,2,1217910.6,4,1,2,0,3,1
48,2,4,64638,4,1,1,1,3,0
43,2,1,50463,1,1,2,0,1,0
47,1,2,1121671.26,3,1,1,0,1,0
45,2,4,461427.03,3,0,2,1,2,0
68,2,2,335749.05,1,0,1,1,1,1
25,2,1,541615.77,0,0,2,1,1,0
38,2,4,901197.18,1,1,4,0,3,1
34,2,1,1156958.46,1,1,2,1,1,0
52,1,3,1551062.88,5,1,1,0,2,0
40,1,2,55728,1,0,1,1,3,0
37,2,1,128268,2,1,1,1,1,0
55,2,3,864811.17,2,1,2,1,1,0
50,2,3,922275.99,4,0,1,1,2,0
44,2,2,868222.71,4,0,1,1,1,0
46,1,4,128191.5,2,0,2,0,1,0
47,2,2,751771.44,3,1,2,1,1,1
45,1,2,823027.68,3,0,2,1,1,0
27,1,3,28746,4,1,1,0,3,0
37,2,1,547110.27,3,0,1,1,1,0
30,1,4,348304.05,4,1,2,1,1,1
38,2,1,1933390.44,2,0,2,1,2,1
39,1,2,651189.24,2,1,1,1,1,1
30,2,2,881894.88,0,1,1,1,1,0
46,1,2,187151.49,1,1,2,0,1,0
38,2,4,374997.15,1,0,2,1,2,0
27,2,2,1256232.15,4,0,1,1,1,0
30,1,3,1893113.73,0,0,1,0,3,0
29,2,4,562149.63,2,1,1,1,3,0
31,1,3,950750.73,3,1,1,1,1,1
46,2,2,154386,2,0,4,1,1,0
39,2,3,557336.34,1,0,1,0,2,1
47,2,3,619203.87,0,1,4,1,2,0
35,2,4,774179.64,2,0,2,0,2,0
48,2,2,263401.02,4,0,4,1,2,0
45,1,2,52191,0,1,1,1,1,0
69,1,1,459427.95,0,0,1,0,3,1
22,1,4,1069611.66,2,0,1,0,1,0
26,2,4,530639.1,0,1,2,1,1,0
30,2,4,578515.68,3,0,2,1,2,0
31,1,4,202256.73,5,0,2,1,2,0
39,2,2,945132.66,2,1,2,0,1,1
65,2,4,1706640.75,3,0,1,0,2,0
43,2,3,1096616.25,5,1,1,1,2,0
39,1,3,2058460.92,2,0,1,0,2,0
57,2,3,814976.82,2,0,2,1,2,0
35,1,4,530789.49,2,1,2,1,2,0
61,2,4,2266836.66,0,1,1,1,2,1
37,1,2,106200,1,1,4,1,2,0
49,1,3,1449707.31,2,1,1,0,1,1
41,2,2,651868.38,5,1,4,0,2,0
44,1,3,777572.28,2,1,2,1,1,0
31,2,2,720166.86,2,0,2,0,2,0
35,1,1,1169148.15,4,0,1,0,1,0
44,1,3,874113.84,4,0,1,1,3,0
46,2,1,888755.04,3,1,2,0,1,0
55,1,4,490490.1,0,1,2,1,1,0
40,2,4,12096,3,0,1,0,3,0
46,1,4,1330244.37,3,0,1,1,2,0
46,2,3,621223.65,2,1,1,1,3,0
36,1,1,1564377.21,4,1,1,0,3,0
46,2,3,1520488.35,4,1,2,1,2,1
25,2,1,161640,3,0,2,1,1,0
46,1,3,474004.89,3,1,2,0,1,0
54,2,1,106632,1,1,2,1,1,0
48,1,3,81999,4,0,2,1,1,1
37,1,3,646034.94,1,1,1,0,3,0
60,2,4,1133771.85,4,1,1,1,2,0
28,2,4,729323.28,4,1,2,0,1,0
38,2,2,1561218.75,3,0,1,1,1,0
46,1,4,747807.93,2,1,1,1,2,0
27,2,4,1593907.56,2,0,1,1,1,0
49,2,2,161334,1,1,1,1,2,0
39,2,2,873008.73,4,1,2,1,1,1
41,1,1,1476246.78,0,0,1,1,2,0
36,1,4,429027.21,3,0,1,1,3,1
34,2,3,1527223.14,0,1,1,1,1,0
27,2,2,1346159.52,2,0,2,1,1,0
28,2,1,422285.49,1,0,2,0,1,0
30,1,4,354013.83,0,1,2,0,3,0
52,1,2,654582.42,4,0,2,1,1,0
37,2,1,1415831.04,1,0,1,1,1,0
33,1,3,225897.57,3,0,2,1,2,1
52,2,4,1429870.59,1,1,1,1,2,1
39,1,1,1358792.19,3,0,1,0,1,1
51,2,3,1082493.99,4,1,1,1,1,1
38,2,3,749101.86,1,1,2,0,2,1
50,1,4,1614024.18,0,1,1,1,1,0
37,1,3,414699.39,1,1,2,1,1,0
45,1,3,237926.52,2,1,2,1,3,0
37,2,1,1114152.3,4,0,1,1,2,0
28,1,4,87525,1,0,2,1,1,0
39,1,3,1313291.16,3,0,2,1,2,0
46,1,2,2257888.5,2,0,1,1,3,1
62,1,4,1980407.79,2,1,1,1,2,0
32,1,2,1030532.04,1,1,1,0,1,0
42,1,1,191296.89,4,0,2,1,1,0
32,2,2,1090902.42,0,0,1,1,3,1
43,2,3,948292.83,4,0,1,1,2,0
48,2,3,1022456.88,0,1,1,0,2,0
44,1,1,1119079.17,2,0,1,0,3,0
44,1,2,470702.07,2,1,1,1,2,0
46,1,3,1018780.2,0,0,2,1,1,0
58,2,2,1213192.53,0,1,1,1,2,0
30,2,1,859990.77,3,0,2,0,1,0
46,1,3,1190591.55,4,0,2,1,3,0
38,1,4,1391766.57,4,0,1,1,2,1
42,2,2,1561766.67,5,0,2,1,3,1
38,2,4,909755.19,4,0,2,0,2,0
38,1,1,883326.33,2,0,1,1,2,1
37,2,2,76518,3,1,2,1,2,0
42,2,4,705446.19,1,1,2,1,2,0
42,1,2,1609003.44,4,1,1,1,3,0
64,2,1,1394773.74,1,1,2,0,3,0
31,2,3,666241.11,1,1,2,1,1,0
43,1,4,900881.55,4,1,1,1,2,0
30,2,2,480635.01,3,1,2,1,2,0
30,1,2,1077679.17,4,1,2,0,1,0
41,2,3,1283464.26,4,1,2,1,1,1
39,2,3,122184,5,0,1,0,1,0
33,1,2,918875.7,0,1,1,1,2,0
34,1,1,90008.01,3,0,2,1,2,0
46,1,2,1816005.15,0,1,2,0,2,1
29,2,2,495029.97,1,1,2,1,3,0
47,1,2,958872.33,1,1,1,1,2,0
32,2,1,1238661.36,1,1,2,1,1,0
34,1,4,2277045.18,2,1,2,1,1,0
64,1,2,1472143.14,1,0,2,1,2,1
28,2,4,841284.9,5,0,1,0,1,0
41,1,4,312124.86,1,0,1,0,1,0
44,1,1,1124372.34,1,1,1,1,2,1
37,1,1,773105.67,4,0,1,1,1,0
47,2,4,922304.97,1,0,1,1,1,1
41,2,3,728042.76,5,1,2,1,3,0
67,2,3,392878.26,2,1,1,1,3,0
37,2,3,980109.54,4,1,2,0,1,0
55,2,4,357248.52,0,1,1,1,1,0
48,2,3,690246.09,0,0,1,0,2,0
38,1,1,799324.29,2,1,1,1,1,0
31,2,2,682237.35,2,1,2,1,1,0
24,2,1,653458.14,1,1,1,1,3,0
44,1,2,829580.49,1,1,4,1,1,0
43,2,3,1079335.26,1,0,1,1,1,0
35,2,4,875165.49,2,1,1,1,2,0
42,1,3,344223.09,2,1,2,0,3,0
51,2,2,654408.9,3,0,4,1,1,0
37,2,3,84710.34,4,1,2,1,3,0
32,2,3,1117401.3,2,0,2,1,3,0
54,2,1,169290,4,0,1,0,1,0
37,2,4,521441.55,4,1,2,0,3,0
27,2,4,778238.28,1,0,1,1,2,0
52,2,2,819994.14,5,1,2,0,3,0
65,2,1,1074579.84,4,0,2,1,1,1
44,1,2,848129.04,3,1,1,1,3,0
35,1,3,780685.65,0,0,2,0,3,0
53,1,1,547224.75,3,0,4,0,2,1
52,2,3,972102.96,0,0,1,1,2,0
46,1,3,92151,5,0,4,1,1,0
53,1,3,841519.89,4,1,2,1,1,0
33,1,2,729706.14,5,1,2,1,1,0
62,2,3,64656,4,1,2,1,3,0
45,1,2,511924.5,2,0,1,1,2,0
40,2,1,1147833,4,0,2,1,2,1
28,1,4,1444555.08,0,1,2,1,1,0
32,1,2,1378228.68,3,0,2,0,3,0
36,1,1,1237115.97,4,1,2,0,1,0
47,2,3,228899.97,1,0,2,1,2,0
39,2,1,221289.66,4,1,2,0,1,0
30,1,4,306936.09,4,1,4,0,1,0
38,1,4,828628.11,2,0,1,0,1,0
27,2,2,1415720.16,2,0,1,1,2,0
43,2,3,346788.36,1,0,2,1,2,0
45,2,1,565596.09,4,0,1,0,2,1
27,1,1,17262,1,0,2,0,2,0
35,2,2,435888,3,0,2,1,1,0
36,1,1,130340.97,4,1,2,1,2,0
36,1,4,1153177.74,0,1,2,1,3,0
58,1,4,958975.56,2,0,1,1,2,1
37,1,2,987375.33,2,1,2,1,1,0
44,1,3,1279973.79,1,1,2,1,2,1
42,1,2,75528,4,1,1,1,2,1
41,2,3,2289114.81,3,1,1,1,1,0
48,2,3,5688,4,0,2,1,1,0
46,1,1,1039190.4,1,1,1,0,2,1
34,2,4,1105593.48,3,1,1,1,1,0
51,2,3,1759283.64,3,0,2,0,1,0
27,2,4,686122.29,1,0,1,0,2,0
35,2,2,1446398.91,3,1,1,0,1,1
48,2,2,766312.92,3,1,2,1,1,0
32,2,3,34866,2,1,1,1,1,0
36,2,2,681835.59,0,1,1,1,3,0
49,2,3,311219.73,1,1,2,1,1,0
45,1,1,913286.16,3,0,2,1,3,1
47,2,1,1667623.14,4,0,1,0,2,1
49,1,3,590354.55,1,1,2,1,2,0
60,2,1,1334249.01,2,0,1,1,3,0
64,1,4,1094502.6,4,0,1,1,1,1
40,1,3,428741.37,1,1,2,0,2,0
34,2,3,1937861.19,1,1,1,0,3,1
59,2,2,1254014.73,2,1,1,1,1,1
44,1,2,831161.16,0,0,1,0,1,0
47,1,3,69075,3,0,2,1,1,0
32,2,3,757272.69,4,0,2,1,2,0
35,1,2,692785.89,4,1,1,1,3,0
38,2,2,1305261.36,3,0,1,1,1,1
28,2,1,2094506.55,3,1,2,0,3,0
26,2,2,407399.58,3,0,1,1,1,0
51,1,3,839701.8,3,1,1,1,2,1
36,2,2,568980.9,1,0,2,0,2,1
33,2,4,843192.81,3,1,2,0,1,1
39,2,2,1150557.66,4,1,1,1,1,0
39,2,3,2029805.46,3,0,1,0,1,1
37,2,1,191699.46,3,1,2,1,1,0
30,2,4,125005.59,0,1,2,0,1,0
43,2,2,709488.18,1,0,2,1,1,0
43,1,3,1272882.51,0,1,2,1,3,0
33,2,2,707638.68,2,1,2,0,1,0
50,2,1,51723,4,0,2,1,2,1
53,1,3,132462,2,0,2,0,2,0
60,1,3,1082331.18,2,1,2,1,2,1
22,2,2,887259.24,0,1,2,1,1,0
35,2,3,926034.48,5,1,1,1,1,0
41,2,3,470666.88,1,1,1,1,2,0
46,2,3,678984.66,0,0,1,1,2,0
27,2,1,916786.08,1,1,2,1,1,0
33,2,3,1049227.65,1,0,1,0,2,0
47,1,4,7551,1,1,2,1,1,0
42,1,2,1401845.85,2,1,2,1,1,0
49,1,1,826097.58,1,0,2,1,3,1
39,2,3,656076.96,1,0,1,0,2,0
38,2,2,1043175.87,2,0,1,0,1,1
57,2,4,1887013.08,3,1,4,1,2,0
61,1,1,69084,4,0,2,1,3,0
52,1,4,800945.19,4,0,1,1,1,0
33,2,1,579237.84,0,0,1,0,1,0
29,1,1,1540529.64,4,1,1,0,2,0
38,2,4,991669.41,4,1,1,1,2,0
44,2,2,102123,4,1,2,0,3,0
